record_id,engineer_id,skill,resolution_hours,was_multi_skill,was_swarming,role_in_swarming,priority,outcome
H0503,E025,iot,1.22,True,False,support,P4,resolved
H0504,E025,iot,1.72,False,False,,P4,resolved_with_workaround
H0505,E025,iot,1.35,False,False,,P1,resolved
H0506,E025,iot,1.51,False,False,,P4,resolved_with_workaround
H0507,E026,iot,2.51,True,True,,P2,escalated
H0508,E026,iot,1.7,False,False,,P2,resolved
H0509,E026,iot,1.1,False,False,,P3,resolved
H0510,E026,iot,3.26,True,True,,P2,resolved_with_workaround
H0511,E026,iot,3.89,True,True,,P4,escalated
H0512,E026,iot,1.34,False,False,,P3,resolved
H0513,E026,iot,2.17,False,False,,P3,resolved
H0514,E026,security,1.42,False,False,,P1,resolved
H0515,E026,security,3.89,True,True,support,P2,resolved
H0516,E026,security,1.04,False,False,,P4,resolved
H0517,E026,security,1.69,False,False,,P3,resolved
H0518,E026,security,1.81,False,False,,P3,resolved
H0519,E026,monitoring,1.23,False,False,,P3,escalated
H0520,E026,monitoring,1.52,False,False,,P1,resolved
H0521,E026,monitoring,2.01,True,False,support,P3,resolved
H0522,E026,monitoring,0.49,False,False,,P1,escalated
H0523,E026,monitoring,0.93,False,False,,P4,resolved
H0524,E026,monitoring,0.72,False,False,,P1,resolved
H0525,E026,monitoring,0.71,False,False,,P2,resolved
H0526,E026,monitoring,0.44,False,False,,P3,resolved
H0527,E026,monitoring,1.18,False,False,,P3,resolved_with_workaround
H0528,E027,database,1.51,False,False,,P4,resolved
H0529,E027,database,3.11,True,False,support,P4,resolved
H0530,E027,database,1.45,False,False,,P1,resolved_with_workaround
H0531,E027,database,1.55,False,False,,P4,resolved
H0532,E027,database,1.55,False,False,,P4,resolved
H0533,E027,helpdesk,0.26,False,False,,P3,resolved
H0534,E027,helpdesk,0.61,False,False,,P3,resolved
H0535,E027,helpdesk,0.2,False,False,,P3,resolved
H0536,E027,helpdesk,0.29,True,False,,P3,escalated
H0537,E027,helpdesk,0.29,True,True,,P4,resolved_with_workaround
H0538,E027,helpdesk,0.26,False,False,,P2,resolved
H0539,E027,iot,1.3,False,False,,P2,resolved
H0540,E027,iot,1.61,False,False,,P3,resolved
H0541,E027,iot,1.65,True,False,,P4,resolved
H0542,E027,iot,2.42,False,False,,P2,resolved
H0543,E027,iot,2.45,False,False,,P1,resolved
H0544,E027,iot,1.47,False,False,,P4,escalated
H0545,E027,iot,1.6,False,False,,P3,resolved
H0546,E027,iot,1.44,False,False,,P3,resolved
H0547,E027,iot,1.24,False,False,,P3,resolved_with_workaround
H0548,E027,iot,1.48,False,False,,P3,resolved
H0549,E027,cloud,2.02,True,False,support,P2,resolved
H0550,E027,cloud,1.02,False,False,,P3,resolved
H0551,E027,cloud,0.57,False,False,,P4,resolved_with_workaround
H0552,E027,cloud,1.27,False,False,,P3,resolved_with_workaround
H0553,E027,cloud,0.32,False,False,,P3,resolved
H0554,E027,cloud,1.82,False,False,,P3,resolved
H0555,E027,cloud,3.29,True,False,,P1,resolved
H0556,E027,cloud,0.87,False,False,,P1,resolved
H0557,E028,container,1.28,False,False,,P3,resolved
H0558,E028,container,1.18,False,False,,P3,resolved
H0559,E028,container,1.03,False,False,,P3,resolved
H0560,E028,container,0.58,False,False,,P3,resolved
H0561,E028,container,1.21,False,False,,P4,resolved
H0562,E028,container,1.03,False,False,,P4,resolved
H0563,E028,network,1.41,False,False,,P1,resolved
H0564,E028,network,2.63,True,False,lead,P3,resolved
H0565,E028,network,1.56,False,False,,P2,resolved
H0566,E028,network,1.0,False,False,,P4,resolved_with_workaround
H0567,E028,network,1.84,False,False,,P3,resolved
H0568,E028,network,0.83,False,False,,P1,resolved
H0569,E028,iot,2.66,True,False,,P3,resolved
H0570,E028,iot,1.22,False,False,,P1,resolved
H0571,E028,iot,1.41,False,False,,P1,resolved
H0572,E028,iot,1.03,False,False,,P2,resolved
H0573,E028,iot,1.65,False,False,,P4,resolved_with_workaround
H0574,E028,iot,1.47,False,False,,P1,resolved
H0575,E028,iot,1.71,False,False,,P3,resolved
H0576,E028,iot,1.8,False,False,,P3,resolved
H0577,E029,database,1.66,False,False,,P2,resolved
H0578,E029,database,0.86,False,False,,P2,resolved
H0579,E029,database,0.85,False,False,,P2,escalated
H0580,E029,database,1.66,False,False,,P2,resolved
H0581,E029,database,1.17,False,False,,P1,resolved
H0582,E029,database,0.42,False,False,,P1,resolved_with_workaround
H0583,E029,container,1.16,False,False,,P3,resolved
H0584,E029,container,0.73,False,False,,P3,resolved
H0585,E029,container,1.35,True,True,lead,P3,resolved
H0586,E029,container,0.89,False,False,,P4,resolved
H0587,E029,container,1.17,False,False,,P3,resolved
H0588,E029,container,1.66,False,False,,P4,resolved
H0589,E029,container,1.02,False,False,,P3,resolved
H0590,E029,container,0.76,False,False,,P3,resolved_with_workaround
H0591,E029,iot,1.91,False,False,,P2,escalated
H0592,E029,iot,2.34,False,False,,P2,escalated
H0593,E029,iot,1.63,False,False,,P4,resolved_with_workaround
H0594,E029,iot,1.78,False,False,,P3,resolved
H0595,E029,iot,1.7,False,False,,P2,resolved
H0596,E029,security,1.24,False,False,,P3,escalated
H0597,E029,security,1.22,False,False,,P1,escalated
H0598,E029,security,1.19,False,False,,P3,resolved
H0599,E029,security,1.74,False,False,,P2,resolved
H0600,E029,security,2.01,False,False,,P4,escalated
H0601,E029,security,1.7,False,False,,P3,resolved_with_workaround
H0602,E029,security,2.0,False,False,,P1,escalated
H0603,E029,security,1.02,True,True,support,P3,resolved
H0604,E030,monitoring,0.96,False,False,,P2,escalated
H0605,E030,monitoring,0.8,False,False,,P3,escalated
H0606,E030,monitoring,0.87,False,False,,P3,resolved
H0607,E030,monitoring,1.58,True,True,support,P3,resolved
H0608,E030,monitoring,0.6,False,False,,P4,resolved
H0609,E030,monitoring,1.08,False,False,,P4,escalated
H0610,E030,monitoring,0.99,False,False,,P1,escalated
H0611,E030,container,1.12,False,False,,P3,resolved_with_workaround
H0612,E030,container,1.4,False,False,,P3,resolved
H0613,E030,container,1.4,False,False,,P2,resolved
H0614,E030,container,1.0,False,False,,P3,resolved
H0615,E030,container,1.33,False,False,,P3,resolved
H0616,E030,iot,1.72,False,False,,P1,resolved
H0617,E030,iot,2.24,False,False,,P4,resolved
H0618,E030,iot,2.03,False,False,,P1,resolved
H0619,E030,iot,1.88,False,False,,P3,resolved
H0620,E030,iot,1.58,False,False,,P4,resolved
H0621,E030,helpdesk,0.42,False,False,,P3,resolved
H0622,E030,helpdesk,0.3,False,False,,P1,resolved
H0623,E030,helpdesk,0.28,False,False,,P2,resolved
H0624,E030,helpdesk,0.38,False,False,,P4,resolved
H0625,E030,helpdesk,0.5,False,False,,P1,resolved
H0626,E030,helpdesk,0.31,False,False,,P3,resolved
H0627,E030,helpdesk,0.4,False,False,,P3,resolved
H0628,E030,helpdesk,0.3,False,False,,P3,resolved
H0629,E030,helpdesk,0.28,False,False,,P1,resolved
H0630,E031,iot,1.23,False,False,,P2,resolved
H0631,E031,iot,3.03,False,False,,P4,resolved
H0632,E031,iot,3.12,False,False,,P3,resolved
H0633,E031,iot,1.76,False,False,,P3,resolved
H0634,E031,iot,1.57,False,False,,P2,resolved
H0635,E031,iot,1.33,False,False,,P4,resolved
H0636,E031,iot,2.39,False,False,,P3,escalated
H0637,E031,iot,1.02,False,False,,P3,resolved
H0638,E031,database,3.43,True,False,support,P3,resolved
H0639,E031,database,1.93,True,False,support,P2,resolved
H0640,E031,database,0.66,False,False,,P1,resolved
H0641,E031,database,1.27,False,False,,P3,resolved
H0642,E031,database,1.86,False,False,,P3,resolved
H0643,E031,database,1.06,False,False,,P3,resolved
H0644,E031,database,1.68,False,False,,P1,escalated
H0645,E031,database,1.43,False,False,,P3,resolved
H0646,E031,database,0.95,False,False,,P3,resolved
H0647,E031,helpdesk,0.23,False,False,,P1,resolved
H0648,E031,helpdesk,0.3,False,False,,P1,resolved
H0649,E031,helpdesk,0.29,False,False,,P3,resolved
H0650,E031,helpdesk,0.37,False,False,,P3,resolved
H0651,E031,helpdesk,0.21,False,False,,P1,escalated
H0652,E031,helpdesk,0.66,True,False,lead,P4,escalated
H0653,E031,helpdesk,0.45,True,False,lead,P3,escalated
H0654,E031,helpdesk,0.36,False,False,,P3,resolved
H0655,E031,helpdesk,0.27,False,False,,P4,resolved
H0656,E031,helpdesk,0.68,True,False,,P3,resolved
H0657,E032,helpdesk,0.4,False,False,,P4,resolved_with_workaround
H0658,E032,helpdesk,0.33,False,False,,P3,resolved
H0659,E032,helpdesk,0.2,False,False,,P3,resolved
H0660,E032,helpdesk,0.46,False,False,,P3,resolved
H0661,E032,helpdesk,0.21,False,False,,P1,resolved
H0662,E032,helpdesk,0.24,False,False,,P3,resolved
H0663,E032,helpdesk,0.23,False,False,,P4,resolved
H0664,E032,helpdesk,0.29,False,False,,P1,resolved
H0665,E032,helpdesk,0.26,False,False,,P3,resolved
H0666,E032,helpdesk,0.41,False,False,,P2,resolved
H0667,E032,security,1.57,False,False,,P4,resolved
H0668,E032,security,3.56,True,True,,P3,escalated
H0669,E032,security,1.25,False,False,,P3,resolved
H0670,E032,security,1.08,False,False,,P3,resolved
H0671,E032,security,0.95,False,False,,P2,resolved_with_workaround
H0672,E032,security,1.15,False,False,,P1,resolved
H0673,E032,security,5.26,True,False,support,P4,resolved
H0674,E032,security,1.87,False,False,,P1,resolved
H0675,E032,security,2.27,True,False,support,P3,resolved
H0676,E032,app_support,0.42,False,False,,P3,resolved
H0677,E032,app_support,0.84,False,False,,P3,resolved
H0678,E032,app_support,0.67,False,False,,P1,escalated
H0679,E032,app_support,1.08,False,False,,P4,escalated
H0680,E032,app_support,0.91,False,False,,P1,resolved
H0681,E032,app_support,0.66,False,False,,P1,resolved
H0682,E033,container,1.33,True,False,,P2,escalated
H0683,E033,container,1.8,False,False,,P3,resolved_with_workaround
H0684,E033,container,0.9,False,False,,P3,escalated
H0685,E033,container,0.87,False,False,,P3,resolved_with_workaround
H0686,E033,container,1.46,False,False,,P4,resolved
H0687,E033,container,2.28,False,False,,P2,resolved
H0688,E033,container,2.6,True,True,,P1,resolved
H0689,E033,container,1.2,False,False,,P3,resolved
H0690,E033,container,1.3,False,False,,P3,resolved
H0691,E033,container,1.13,False,False,,P4,resolved
H0692,E033,network,1.46,False,False,,P2,resolved
H0693,E033,network,1.22,False,False,,P3,resolved
H0694,E033,network,1.11,False,False,,P3,resolved
H0695,E033,network,1.84,False,False,,P3,resolved
H0696,E033,network,1.3,False,False,,P3,resolved_with_workaround
H0697,E033,network,0.9,False,False,,P3,resolved
H0698,E033,network,0.9,False,False,,P3,resolved
H0699,E033,monitoring,0.91,False,False,,P3,resolved
H0700,E033,monitoring,1.5,False,False,,P3,resolved_with_workaround
H0701,E033,monitoring,0.37,False,False,,P4,resolved
H0702,E033,monitoring,1.02,False,False,,P2,resolved
H0703,E033,monitoring,1.38,False,False,,P2,resolved
H0704,E033,monitoring,0.5,False,False,,P3,resolved
H0705,E033,monitoring,0.59,False,False,,P3,resolved
H0706,E034,app_support,2.19,True,True,lead,P4,escalated
H0707,E034,app_support,1.02,False,False,,P1,resolved
H0708,E034,app_support,1.8,True,False,support,P1,resolved
H0709,E034,app_support,0.56,True,True,support,P3,resolved
H0710,E034,app_support,0.66,False,False,,P4,resolved
H0711,E034,app_support,0.53,False,False,,P4,resolved_with_workaround
H0712,E034,app_support,0.83,False,False,,P3,resolved
H0713,E034,app_support,1.15,False,False,,P3,resolved
H0714,E034,app_support,0.55,False,False,,P3,resolved_with_workaround
H0715,E034,app_support,1.56,True,True,support,P3,resolved
H0716,E034,iot,1.63,False,False,,P3,resolved
H0717,E034,iot,2.23,True,False,lead,P2,resolved_with_workaround
H0718,E034,iot,2.6,True,True,support,P3,resolved
H0719,E034,iot,2.23,False,False,,P1,resolved
H0720,E034,iot,2.39,False,False,,P3,resolved
H0721,E034,iot,1.87,False,False,,P3,resolved
H0722,E034,iot,1.94,False,False,,P3,resolved
H0723,E034,iot,1.33,False,False,,P3,escalated
H0724,E034,iot,1.35,False,False,,P2,resolved
H0725,E034,infra,1.7,False,False,,P1,resolved
H0726,E034,infra,1.44,True,False,support,P4,escalated
H0727,E034,infra,0.72,False,False,,P3,escalated
H0728,E034,infra,2.29,True,True,lead,P3,escalated
H0729,E034,infra,3.38,True,True,support,P1,resolved
H0730,E035,app_support,1.15,False,False,,P1,resolved_with_workaround
H0731,E035,app_support,0.98,False,False,,P3,resolved
H0732,E035,app_support,1.83,False,False,,P4,resolved_with_workaround
H0733,E035,app_support,0.62,False,False,,P4,resolved_with_workaround
H0734,E035,app_support,1.36,True,False,support,P3,resolved_with_workaround
H0735,E035,app_support,0.55,False,False,,P3,resolved
H0736,E035,helpdesk,0.2,False,False,,P3,resolved
H0737,E035,helpdesk,0.25,False,False,,P3,resolved
H0738,E035,helpdesk,0.21,False,False,,P3,escalated
H0739,E035,helpdesk,0.34,False,False,,P3,resolved
H0740,E035,helpdesk,0.33,True,False,support,P2,resolved
H0741,E035,infra,0.84,False,False,,P4,resolved
H0742,E035,infra,0.83,False,False,,P1,resolved
H0743,E035,infra,0.41,False,False,,P1,escalated
H0744,E035,infra,1.64,False,False,,P4,resolved
H0745,E035,infra,3.12,True,False,lead,P1,resolved_with_workaround
H0746,E036,database,0.98,False,False,,P4,resolved
H0747,E036,database,1.58,False,False,,P2,resolved
H0748,E036,database,1.75,False,False,,P2,resolved
H0749,E036,database,0.96,False,False,,P2,resolved
H0750,E036,database,1.58,False,False,,P3,resolved
H0751,E036,database,1.16,False,False,,P3,resolved_with_workaround
H0752,E036,database,1.11,False,False,,P4,resolved_with_workaround
H0753,E036,container,0.99,False,False,,P3,resolved
H0754,E036,container,1.68,False,False,,P4,resolved
H0755,E036,container,1.44,False,False,,P4,resolved_with_workaround
H0756,E036,container,0.79,False,False,,P3,escalated
H0757,E036,container,0.98,False,False,,P4,resolved
H0758,E036,monitoring,0.91,False,False,,P4,resolved
H0759,E036,monitoring,0.84,False,False,,P3,escalated
H0760,E036,monitoring,0.78,False,False,,P2,resolved
H0761,E036,monitoring,0.78,False,False,,P3,resolved
H0762,E036,monitoring,1.63,True,False,lead,P3,escalated
H0763,E036,monitoring,0.53,False,False,,P3,resolved
H0764,E037,database,1.24,False,False,,P1,resolved
H0765,E037,database,1.41,False,False,,P4,resolved
H0766,E037,database,0.6,False,False,,P4,resolved
H0767,E037,database,1.03,False,False,,P3,resolved
H0768,E037,database,0.4,False,False,,P2,escalated
H0769,E037,database,0.8,False,False,,P4,resolved
H0770,E037,database,0.94,False,False,,P4,resolved
H0771,E037,database,0.76,False,False,,P3,escalated
H0772,E037,database,0.78,False,False,,P3,escalated
H0773,E037,database,0.43,False,False,,P1,resolved
H0774,E037,ai_ml,1.17,False,False,,P3,resolved_with_workaround
H0775,E037,ai_ml,0.89,False,False,,P4,resolved
H0776,E037,ai_ml,1.01,False,False,,P2,escalated
H0777,E037,ai_ml,0.65,False,False,,P3,resolved
H0778,E037,ai_ml,2.62,True,False,support,P3,resolved
H0779,E037,ai_ml,1.73,False,False,,P3,escalated
H0780,E037,ai_ml,2.62,True,False,,P3,resolved
H0781,E037,ai_ml,1.4,False,False,,P4,resolved
H0782,E037,app_support,1.49,True,False,support,P1,resolved_with_workaround
H0783,E037,app_support,0.79,False,False,,P3,resolved
H0784,E037,app_support,0.4,False,False,,P4,resolved
H0785,E037,app_support,0.64,False,False,,P1,resolved
H0786,E037,app_support,0.39,False,False,,P3,resolved
H0787,E037,app_support,0.63,False,False,,P3,resolved_with_workaround
H0788,E037,infra,1.24,True,True,lead,P1,resolved_with_workaround
H0789,E037,infra,0.85,False,False,,P1,resolved
H0790,E037,infra,0.46,False,False,,P1,resolved
H0791,E037,infra,0.77,False,False,,P1,resolved
H0792,E037,infra,0.59,False,False,,P4,escalated
H0793,E038,database,0.96,False,False,,P4,resolved
H0794,E038,database,0.69,False,False,,P1,resolved
H0795,E038,database,0.52,False,False,,P3,resolved
H0796,E038,database,0.58,False,False,,P2,resolved
H0797,E038,database,0.72,False,False,,P3,resolved
H0798,E038,database,0.84,False,False,,P1,resolved_with_workaround
H0799,E038,database,0.68,False,False,,P3,resolved_with_workaround
H0800,E038,database,0.88,False,False,,P3,resolved
H0801,E038,security,1.59,True,False,,P4,resolved_with_workaround
H0802,E038,security,1.12,False,False,,P3,resolved_with_workaround
H0803,E038,security,0.62,False,False,,P2,resolved
H0804,E038,security,0.92,False,False,,P1,resolved
H0805,E038,security,0.6,False,False,,P3,escalated
H0806,E038,security,0.96,False,False,,P1,resolved
H0807,E038,security,0.85,False,False,,P3,escalated
H0808,E038,security,0.8,False,False,,P1,resolved
H0809,E038,security,1.47,True,False,,P3,resolved
H0810,E038,security,1.35,False,False,,P2,resolved
H0811,E038,sap,1.21,False,False,,P1,resolved
H0812,E038,sap,1.61,False,False,,P4,resolved
H0813,E038,sap,0.99,False,False,,P4,resolved
H0814,E038,sap,0.91,False,False,,P2,resolved_with_workaround
H0815,E038,sap,1.44,False,False,,P1,resolved_with_workaround
H0816,E038,sap,1.52,False,False,,P4,resolved_with_workaround
H0817,E038,sap,0.78,False,False,,P1,resolved_with_workaround
H0818,E038,sap,0.68,False,False,,P1,resolved
H0819,E038,ai_ml,1.9,True,True,support,P4,resolved
H0820,E038,ai_ml,1.16,True,False,support,P1,resolved_with_workaround
H0821,E038,ai_ml,1.44,True,True,support,P1,resolved
H0822,E038,ai_ml,1.16,False,False,,P1,resolved
H0823,E038,ai_ml,1.48,False,False,,P1,escalated
H0824,E038,ai_ml,1.36,False,False,,P4,resolved
H0825,E038,ai_ml,0.59,False,False,,P2,resolved
H0826,E038,ai_ml,1.55,True,True,support,P3,resolved
H0827,E039,network,0.54,False,False,,P1,resolved
H0828,E039,network,0.74,False,False,,P1,resolved
H0829,E039,network,0.73,False,False,,P1,resolved
H0830,E039,network,1.0,False,False,,P4,resolved
H0831,E039,network,0.77,False,False,,P4,resolved
H0832,E039,network,0.61,True,False,,P3,resolved
H0833,E039,network,0.58,False,False,,P3,resolved_with_workaround
H0834,E039,network,1.14,True,False,,P1,resolved
H0835,E039,cloud,0.5,False,False,,P3,resolved
H0836,E039,cloud,0.56,False,False,,P4,resolved
H0837,E039,cloud,0.62,False,False,,P1,resolved
H0838,E039,cloud,1.24,False,False,,P3,resolved
H0839,E039,cloud,0.41,False,False,,P3,escalated
H0840,E039,cloud,0.61,False,False,,P1,resolved
H0841,E039,security,1.3,True,False,support,P1,resolved_with_workaround
H0842,E039,security,0.77,False,False,,P3,escalated
H0843,E039,security,0.79,False,False,,P1,resolved
H0844,E039,security,0.83,False,False,,P2,resolved
H0845,E039,security,1.12,False,False,,P3,resolved
H0846,E039,sap,2.13,False,False,,P4,resolved_with_workaround
H0847,E039,sap,1.6,False,False,,P3,resolved
H0848,E039,sap,1.2,False,False,,P4,resolved
H0849,E039,sap,2.53,True,False,support,P2,resolved_with_workaround
H0850,E039,sap,1.13,False,False,,P4,resolved
H0851,E039,sap,1.35,False,False,,P4,resolved
H0852,E039,sap,1.35,False,False,,P4,resolved
H0853,E039,app_support,0.89,False,False,,P4,resolved
H0854,E039,app_support,0.55,False,False,,P3,resolved_with_workaround
H0855,E039,app_support,1.01,False,False,,P4,resolved
H0856,E039,app_support,0.68,False,False,,P2,resolved
H0857,E039,app_support,0.54,False,False,,P3,resolved
H0858,E039,app_support,0.5,False,False,,P1,resolved
H0859,E039,app_support,0.39,False,False,,P1,resolved
H0860,E039,app_support,0.85,True,True,lead,P1,resolved
H0861,E039,app_support,0.59,False,False,,P3,resolved
H0862,E039,app_support,0.95,False,False,,P4,resolved_with_workaround
H0863,E040,infra,0.64,False,False,,P1,resolved
H0864,E040,infra,1.14,True,True,,P2,resolved
H0865,E040,infra,0.73,False,False,,P3,resolved
H0866,E040,infra,0.37,False,False,,P3,resolved
H0867,E040,infra,0.73,False,False,,P2,resolved
H0868,E040,infra,0.89,False,False,,P3,resolved
H0869,E040,infra,0.61,False,False,,P4,resolved
H0870,E040,infra,1.09,True,False,support,P4,resolved
H0871,E040,infra,0.8,False,False,,P3,resolved
H0872,E040,infra,0.62,False,False,,P1,resolved
H0873,E040,app_support,0.58,False,False,,P4,resolved
H0874,E040,app_support,1.15,True,False,support,P3,resolved
H0875,E040,app_support,0.42,False,False,,P3,resolved
H0876,E040,app_support,0.84,True,False,lead,P3,resolved_with_workaround
H0877,E040,app_support,0.65,False,False,,P3,escalated
H0878,E040,app_support,0.58,False,False,,P3,resolved
H0879,E040,app_support,0.53,False,False,,P1,resolved_with_workaround
H0880,E040,app_support,0.45,False,False,,P2,resolved
H0881,E040,container,0.9,False,False,,P1,resolved
H0882,E040,container,0.9,False,False,,P3,resolved
H0883,E040,container,0.6,False,False,,P3,resolved
H0884,E040,container,0.82,False,False,,P3,resolved
H0885,E040,container,1.21,True,False,support,P3,resolved_with_workaround
H0886,E040,container,0.77,False,False,,P3,resolved
H0887,E040,container,0.79,False,False,,P3,escalated
H0888,E040,container,1.17,True,False,support,P3,resolved
H0889,E040,container,0.39,False,False,,P3,resolved
H0890,E040,ai_ml,1.78,True,True,,P3,resolved
H0891,E040,ai_ml,0.85,False,False,,P1,resolved_with_workaround
H0892,E040,ai_ml,1.88,True,False,,P1,resolved
H0893,E040,ai_ml,1.75,True,False,lead,P3,resolved_with_workaround
H0894,E040,ai_ml,3.47,True,True,,P2,escalated
H0895,E040,ai_ml,0.65,False,False,,P3,resolved
H0896,E040,ai_ml,0.86,False,False,,P3,resolved
H0897,E040,sap,1.6,True,True,lead,P3,resolved
H0898,E040,sap,1.37,False,False,,P1,resolved
H0899,E040,sap,1.0,False,False,,P1,escalated
H0900,E040,sap,1.95,True,False,support,P2,resolved
H0901,E040,sap,2.23,False,False,,P3,resolved
H0902,E040,sap,1.16,False,False,,P4,resolved
H0903,E041,security,0.73,False,False,,P3,resolved
H0904,E041,security,1.4,True,False,lead,P2,resolved
H0905,E041,security,1.16,False,False,,P3,escalated
H0906,E041,security,0.93,False,False,,P1,resolved
H0907,E041,security,1.37,False,False,,P4,resolved
H0908,E041,network,0.96,False,False,,P4,resolved
H0909,E041,network,0.82,False,False,,P1,resolved_with_workaround
H0910,E041,network,0.58,False,False,,P2,resolved
H0911,E041,network,0.59,False,False,,P2,resolved
H0912,E041,network,0.66,False,False,,P2,resolved
H0913,E041,network,0.98,False,False,,P3,resolved
H0914,E041,network,0.82,False,False,,P3,escalated
H0915,E041,network,0.56,False,False,,P3,resolved
H0916,E041,network,0.44,False,False,,P3,resolved
H0917,E041,network,0.65,False,False,,P3,resolved
H0918,E041,infra,1.02,False,False,,P3,resolved_with_workaround
H0919,E041,infra,1.24,False,False,,P4,resolved
H0920,E041,infra,1.02,False,False,,P3,resolved
H0921,E041,infra,1.85,True,False,,P1,resolved
H0922,E041,infra,0.93,False,False,,P2,resolved
H0923,E041,infra,1.24,False,False,,P3,escalated
H0924,E041,infra,0.62,False,False,,P4,resolved_with_workaround
H0925,E041,infra,0.96,False,False,,P3,escalated
H0926,E041,container,0.91,False,False,,P3,escalated
H0927,E041,container,1.09,False,False,,P2,escalated
H0928,E041,container,0.94,False,False,,P3,resolved
H0929,E041,container,0.61,False,False,,P2,resolved
H0930,E041,container,0.48,False,False,,P2,resolved
H0931,E041,container,0.38,False,False,,P3,resolved
H0932,E041,container,1.14,True,True,lead,P4,resolved
H0933,E041,container,1.08,True,False,,P4,escalated
H0934,E041,container,0.96,False,False,,P3,resolved_with_workaround
H0935,E041,container,0.74,False,False,,P3,resolved
H0936,E041,app_support,0.59,False,False,,P3,escalated
H0937,E041,app_support,0.46,False,False,,P1,resolved
H0938,E041,app_support,0.82,False,False,,P2,resolved
H0939,E041,app_support,0.75,False,False,,P3,resolved
H0940,E041,app_support,0.88,False,False,,P1,resolved_with_workaround
H0941,E041,app_support,0.92,False,False,,P3,resolved
H0942,E041,app_support,0.67,False,False,,P3,resolved_with_workaround
H0943,E042,network,1.16,True,False,,P4,resolved
H0944,E042,network,0.8,False,False,,P4,resolved_with_workaround
H0945,E042,network,0.68,False,False,,P3,resolved
H0946,E042,network,0.68,False,False,,P1,resolved
H0947,E042,network,1.11,False,False,,P3,resolved
H0948,E042,network,0.63,False,False,,P1,resolved
H0949,E042,network,1.45,False,False,,P3,resolved_with_workaround
H0950,E042,network,0.93,False,False,,P3,resolved
H0951,E042,network,0.77,False,False,,P3,resolved
H0952,E042,network,0.59,False,False,,P3,resolved
H0953,E042,ai_ml,0.95,False,False,,P3,resolved_with_workaround
H0954,E042,ai_ml,1.04,False,False,,P2,resolved
H0955,E042,ai_ml,1.28,False,False,,P4,resolved_with_workaround
H0956,E042,ai_ml,0.72,False,False,,P2,resolved
H0957,E042,ai_ml,2.0,True,False,,P1,resolved
H0958,E042,infra,0.8,False,False,,P4,resolved
H0959,E042,infra,1.12,False,False,,P3,resolved
H0960,E042,infra,0.97,False,False,,P2,escalated
H0961,E042,infra,0.58,False,False,,P2,resolved_with_workaround
H0962,E042,infra,0.83,False,False,,P3,escalated
H0963,E042,infra,0.71,False,False,,P2,escalated
H0964,E042,infra,0.82,False,False,,P4,resolved_with_workaround
H0965,E042,app_support,1.12,False,False,,P2,resolved
H0966,E042,app_support,0.57,False,False,,P2,resolved
H0967,E042,app_support,1.75,True,False,,P2,resolved
H0968,E042,app_support,0.52,False,False,,P1,resolved_with_workaround
H0969,E042,app_support,0.73,False,False,,P3,resolved
H0970,E043,cloud,0.54,False,False,,P2,resolved
H0971,E043,cloud,0.57,False,False,,P1,escalated
H0972,E043,cloud,1.2,False,False,,P3,resolved
H0973,E043,cloud,0.69,False,False,,P1,resolved
H0974,E043,cloud,1.14,False,False,,P1,escalated
H0975,E043,database,1.39,True,False,,P2,resolved
H0976,E043,database,0.92,False,False,,P4,resolved
H0977,E043,database,0.8,False,False,,P1,escalated
H0978,E043,database,0.95,True,False,lead,P4,resolved
H0979,E043,database,0.71,False,False,,P2,resolved
H0980,E043,database,0.65,True,True,,P2,resolved
H0981,E043,infra,1.26,False,False,,P4,resolved
H0982,E043,infra,0.89,False,False,,P3,resolved
H0983,E043,infra,0.79,False,False,,P1,resolved
H0984,E043,infra,0.62,False,False,,P2,resolved
H0985,E043,infra,1.08,True,True,support,P3,resolved
H0986,E043,infra,1.63,True,False,,P2,resolved
H0987,E043,infra,0.61,False,False,,P4,resolved
H0988,E043,infra,0.74,False,False,,P3,resolved
H0989,E043,infra,1.07,False,False,,P4,resolved
H0990,E043,infra,0.8,False,False,,P3,resolved_with_workaround
H0991,E043,network,0.69,False,False,,P2,resolved
H0992,E043,network,0.42,False,False,,P3,resolved
H0993,E043,network,0.65,False,False,,P3,resolved
H0994,E043,network,1.0,False,False,,P3,resolved
H0995,E043,network,1.27,False,False,,P4,resolved
H0996,E043,network,1.44,True,False,lead,P2,resolved
H0997,E043,network,0.82,False,False,,P3,escalated
H0998,E044,network,0.87,False,False,,P3,resolved_with_workaround
H0999,E044,network,1.01,False,False,,P3,resolved
H1000,E044,network,0.76,True,False,lead,P1,resolved
H1001,E044,network,0.64,False,False,,P1,escalated
H1002,E044,network,0.78,False,False,,P3,resolved
H1003,E044,network,0.74,False,False,,P4,resolved
H1004,E044,database,0.68,False,False,,P4,resolved
H1005,E044,database,0.48,False,False,,P4,resolved_with_workaround
H1006,E044,database,0.88,True,True,support,P3,resolved
H1007,E044,database,1.07,False,False,,P4,resolved_with_workaround
H1008,E044,database,0.96,False,False,,P3,resolved
H1009,E044,database,0.98,False,False,,P3,resolved_with_workaround
H1010,E044,database,1.21,False,False,,P3,resolved_with_workaround
H1011,E044,database,0.46,False,False,,P1,resolved
H1012,E044,security,1.18,True,True,,P2,resolved
H1013,E044,security,1.11,False,False,,P3,resolved
